,User,Date,Tweet Count,Tweet,Compound Score,Positive Score,Neutral Score,Negative Score
243,@BBCWorld,2018-08-01 05:53:37+00:00,43,"RT @BBCSport: Incredible.

Johanna Konta has inflicted the worst defeat of Serena Williams' career 👉 https://t.co/G8me6nYIG0 https://t.co/Q…",-0.7964,0.0,0.664,0.336
42,@nytimes,2018-08-01 15:30:08+00:00,42,"RT @NYTmag: Thirty years ago, we almost saved the planet. This is the story of how we failed. https://t.co/EglEQFwHPu https://t.co/WBtopm5p…",-0.2006,0.105,0.756,0.139
242,@BBCWorld,2018-08-01 06:37:35+00:00,42,"Not Middle Earth or Westeros, but Vietnam. 

This outstanding new bridge has taken the internet by storm… https://t.co/j8IkZyk1ky",0.7579,0.244,0.756,0.0
142,@cnn,2018-08-01 20:25:00+00:00,42,"""We believe that the investigation should be brought to a close. … Put up or shut up, what do you got?"" President T… https://t.co/5RZyJEqGZv",0.0,0.0,1.0,0.0
342,@CBSNews,2018-08-01 17:55:27+00:00,42,"""Even if there are 10 people voting illegally it shouldn't happen,"" Sanders said. ""The president wants to see the i… https://t.co/IgfsbIrCRg",0.0,0.0,1.0,0.0
442,@FoxNews,2018-08-01 20:33:49+00:00,42,"On @AmericaNewsroom, @cvpayne celebrated positive economic news. https://t.co/Nn6FRWsrz5 https://t.co/cBSNPnsbtD",0.8074,0.51,0.49,0.0
341,@CBSNews,2018-08-01 18:01:00+00:00,41,"Hillary Clinton to executive produce TV adaptation of ""The Woman’s Hour"" https://t.co/uTMjSWpXEB https://t.co/RXzftPyn1G",0.0,0.0,1.0,0.0
41,@nytimes,2018-08-01 15:45:09+00:00,41,"Cody Wilson has been called one of the world's ""most dangerous people."" For more than 5 years, he has pushed to pub… https://t.co/yrvNbmOx5T",-0.5256,0.0,0.861,0.139
441,@FoxNews,2018-08-01 20:43:19+00:00,41,"National ICE Council President Chris Crane: ""We are not going to let people like this scare us out of doing our job… https://t.co/q9Bq2XNaBx",-0.3071,0.092,0.771,0.138
141,@cnn,2018-08-01 20:40:09+00:00,41,"Champion is phasing out an exclusive line at Target, and Wall Street isn't pleased https://t.co/AawlZvaNd6 https://t.co/2pasvZwbTM",0.4577,0.26,0.625,0.116
241,@BBCWorld,2018-08-01 07:46:07+00:00,41,"Meet Mamma Maria, the Greek mother who feeds refugees and says threats won't stop her 

https://t.co/KVh5uI8dTw https://t.co/QTnNvrgRvz",-0.2292,0.096,0.762,0.142
140,@cnn,2018-08-01 20:44:35+00:00,40,RT @TheLeadCNN: President Trump is escalating his attacks on the Russia investigation; going even further in his calls to shut down a law e…,-0.4404,0.0,0.884,0.116
240,@BBCWorld,2018-08-01 08:01:52+00:00,40,Zimbabwe's Zanu-PF 'has most seats' https://t.co/mlJ5PgtEfa,0.0,0.0,1.0,0.0
440,@FoxNews,2018-08-01 20:47:50+00:00,40,Connecticut woman searches for stolen necklace that contains infant son's ashes: 'I feel incomplete' https://t.co/yBaF6XRTRn,-0.4939,0.0,0.814,0.186
40,@nytimes,2018-08-01 16:00:07+00:00,40,"Accusations of harassment, bullying and editorial interference are roiling Billboard, just as the the whole industr… https://t.co/xqpmwYM5h1",-0.8658,0.0,0.591,0.409
340,@CBSNews,2018-08-01 18:02:08+00:00,40,"Q: Does the president think there are too many refugees coming into this country? 

Sanders: The president wants to… https://t.co/uYLnyHICb0",0.0,0.0,1.0,0.0
39,@nytimes,2018-08-01 16:15:08+00:00,39,A reporter was surprised to learn that her New York Times article was censored in Qatar. Here's what happened. https://t.co/2v7fw2bxuT,0.0772,0.093,0.829,0.078
339,@CBSNews,2018-08-01 18:04:09+00:00,39,"RT @CBSThisMorning: WATCH: Passenger video shows the moment an Aeroméxico flight carrying 99 passengers, crashed shortly after taking off i…",0.0,0.0,1.0,0.0
239,@BBCWorld,2018-08-01 08:35:10+00:00,39,Swedish crown jewels: Speedboat thieves steal priceless treasures https://t.co/sHFod8j8YC,-0.1779,0.335,0.289,0.376
139,@cnn,2018-08-01 20:48:38+00:00,39,The Trump administration is considering increasing to 25% the rate of proposed tariffs on an additional $200 billio… https://t.co/UapHHFFpeg,0.0,0.0,1.0,0.0
439,@FoxNews,2018-08-01 20:55:52+00:00,39,Trouble for Ted?: New TX Poll Shows Cruz Challenger Only 2 Points Down https://t.co/hA7W9gPiYC,0.2577,0.271,0.574,0.155
138,@cnn,2018-08-01 21:00:08+00:00,38,Caesar's stock plunged as much as 24% on worries about Vegas hotel bookings https://t.co/sGBVAKD7lx https://t.co/e8Q47gbz7b,-0.4215,0.0,0.833,0.167
338,@CBSNews,2018-08-01 18:08:09+00:00,38,"""It's not weak for the president of the United States to state his opinion,"" Sanders says. https://t.co/rdmNemzTTd https://t.co/mrKeQlo8vs",0.6377,0.245,0.755,0.0
438,@FoxNews,2018-08-01 21:01:35+00:00,38,Utah man claims McDonald's employee drugged his drink https://t.co/QQkYXNVuBH,0.0,0.0,1.0,0.0
38,@nytimes,2018-08-01 16:30:06+00:00,38,Candidates in this year’s midterm elections have a new tool in their campaign arsenal: mass-texts sent directly to… https://t.co/Y7kmXGhrJB,0.0,0.0,1.0,0.0
238,@BBCWorld,2018-08-01 09:15:06+00:00,38,"RT @BBC_HaveYourSay: 👩‍✈️Daughter pilots mum's final flight as an air hostess. ✈️
https://t.co/0YS4PsU0uz",0.0,0.0,1.0,0.0
137,@cnn,2018-08-01 21:04:31+00:00,37,Tesla just reported that it lost more than $717 million in the second quarter -- the biggest quarterly loss in its… https://t.co/I4XEUcnXBx,-0.5574,0.0,0.813,0.187
337,@CBSNews,2018-08-01 18:16:14+00:00,37,Remains of what are believed to be U.S. soldiers who were killed in the Korean War were repatriated Wednesday durin… https://t.co/KyvGrXW8LY,-0.8555,0.0,0.693,0.307
37,@nytimes,2018-08-01 16:45:09+00:00,37,"RT @liamstack: Even with Trump in the White House, many in the Green Party squint to see the difference between Democrats and Republicans.…",0.4019,0.109,0.891,0.0
237,@BBCWorld,2018-08-01 09:17:13+00:00,37,RT @BBCAfrica: Zimbabwe elections: The bones that haunt the country https://t.co/lUZQPIOUlg https://t.co/WBA5rJ5yJZ,-0.4019,0.0,0.803,0.197
437,@FoxNews,2018-08-01 21:04:09+00:00,37,JUST IN: Mueller responds to Trump attorneys' request for parameters of potential interview. https://t.co/UZoXz1kswk,0.0,0.0,1.0,0.0
136,@cnn,2018-08-01 21:08:09+00:00,36,"Livestreaming is a multibillion dollar industry in China, where the top streamers can make over $100,000 a month. W… https://t.co/k58cmDAUvf",0.2023,0.096,0.904,0.0
436,@FoxNews,2018-08-01 21:10:56+00:00,36,"Great white shark attacks seal off Massachusetts coast as surfers scramble to shore, video shows. https://t.co/fmauRxH2Qg",0.296,0.195,0.667,0.138
236,@BBCWorld,2018-08-01 09:50:19+00:00,36,Koreans turn to ice vests and hot soup in record Seoul heat https://t.co/mbS1uVrvqT,0.0,0.0,1.0,0.0
336,@CBSNews,2018-08-01 18:31:01+00:00,36,Among the thousands of firearms discovered at airport security checkpoints around the country in the past two years… https://t.co/jTmsp5JaTB,0.34,0.118,0.882,0.0
36,@nytimes,2018-08-01 17:04:32+00:00,36,A company in Britain is using edgy funeral ads to open a conversation about death. But some say the campaign goes t… https://t.co/pTr7ovWQrS,-0.7506,0.0,0.748,0.252
135,@cnn,2018-08-01 21:10:09+00:00,35,"Thousands of supporters gathered in Kinshasa, capital of the Democratic Republic of Congo, to welcome former warlor… https://t.co/gIYCgkk09b",0.7096,0.269,0.731,0.0
435,@FoxNews,2018-08-01 21:16:00+00:00,35,Arizona town is building tiny homes for teachers who can't afford to live closer. https://t.co/vrFOn1xc4L,0.0,0.0,1.0,0.0
335,@CBSNews,2018-08-01 18:44:31+00:00,35,Fidelity Investments says it will soon offer a pair of mutual funds that charge zero in expenses… https://t.co/GkWw66V4Sj,0.0,0.0,1.0,0.0
235,@BBCWorld,2018-08-01 10:04:12+00:00,35,Machu Picchu train crash: Collision injures 15 tourists in Peru https://t.co/CgcT7b4KWw,-0.6369,0.0,0.634,0.366
35,@nytimes,2018-08-01 17:15:06+00:00,35,Alaska Airlines apologized this week after a flight attendant asked a gay man to give up his seat next to his partn… https://t.co/1bUQ9QEcCW,0.3182,0.103,0.897,0.0
434,@FoxNews,2018-08-01 21:20:40+00:00,34,".@JesseBWatters: ""Right now, Maxine Waters is the face of the Democratic Party, and that's frightening."" #TheFive https://t.co/pb51PxQwbU",0.4019,0.144,0.856,0.0
34,@nytimes,2018-08-01 17:22:21+00:00,34,Cat videos are so popular on the internet that they’ve become universal shorthand for the internet itself. Or at le… https://t.co/earLad6qf8,0.5598,0.153,0.847,0.0
234,@BBCWorld,2018-08-01 10:28:03+00:00,34,DR Congo country profile https://t.co/5GrFJeyX4p,0.0,0.0,1.0,0.0
134,@cnn,2018-08-01 21:23:37+00:00,34,A man whose mother died during surgery 20 years ago is the suspect in the fatal shooting of a prominent Houston car… https://t.co/TZ34zMXDn5,-0.7906,0.08,0.594,0.325
334,@CBSNews,2018-08-01 18:49:23+00:00,34,"RT @CBSThisMorning: WATCH: Cody Wilson (@Radomysisky,) the founder of Defense Distributed who has a tombstone outside his office that says…",0.128,0.077,0.923,0.0
233,@BBCWorld,2018-08-01 10:30:23+00:00,33,Democratic Republic of Congo profile - Timeline https://t.co/oqZhVjdxa3,0.0,0.0,1.0,0.0
133,@cnn,2018-08-01 21:29:45+00:00,33,Justice Ginsburg: The 'liberal lion' we need right now | By Brenda Feigen via @CNNOpinion https://t.co/cIdbCOCCOs https://t.co/roLLpkshfS,0.5267,0.185,0.815,0.0
333,@CBSNews,2018-08-01 19:00:50+00:00,33,"A Wisconsin man lost both of his legs to a virulent infection after being licked by a dog, family says… https://t.co/C0eXGpZXBr",-0.7184,0.0,0.727,0.273
33,@nytimes,2018-08-01 17:48:14+00:00,33,They represent chaos without consequence. Cats represent the internet as an apolitical playground where crazy stuff… https://t.co/EP99xEwolm,-0.7269,0.0,0.711,0.289
433,@FoxNews,2018-08-01 21:28:46+00:00,33,"Mollie Tibbetts' boyfriend, brothers, father urge witnesses to 'come forward' in exclusive interviews. https://t.co/GfsOO3kvkA",0.128,0.103,0.897,0.0
332,@CBSNews,2018-08-01 19:13:23+00:00,32,"President Trump called on Attorney General Jeff Sessions in a tweet to end special counsel investigation ""right now… https://t.co/xR7wYdpijV",0.4019,0.137,0.863,0.0
132,@cnn,2018-08-01 21:41:04+00:00,32,Two women were found unresponsive in a car along with the likely culprit -- four coolers of dry ice -- Friday morni… https://t.co/UssOcJzUdN,0.0,0.0,1.0,0.0
432,@FoxNews,2018-08-01 21:36:00+00:00,32,Philippine government crushes dozens of luxury cars worth millions. https://t.co/oOgA6zD8H1,-0.25,0.148,0.625,0.227
32,@nytimes,2018-08-01 17:51:02+00:00,32,But lately? We’re seeing more and more dogs on the internet. And this tells us something about how the internet its… https://t.co/OOUSVH5doy,0.0,0.0,1.0,0.0
232,@BBCWorld,2018-08-01 10:57:05+00:00,32,RT @BBCBusiness: Tesla boss Elon Musk facing two lawsuits https://t.co/zKpL6HWAkb,-0.1531,0.0,0.849,0.151
331,@CBSNews,2018-08-01 19:20:59+00:00,31,WATCH: This official in Connecticut kneeled during the pledge of allegiance at a town hall meeting. Her silent prot… https://t.co/MssVAwvugW,0.0,0.0,1.0,0.0
131,@cnn,2018-08-01 21:43:17+00:00,31,RT @CNNSitRoom: President Trump tweets that Sessions should stop the Mueller investigation “right now”. Is that an obstruction of justice?…,-0.296,0.0,0.896,0.104
431,@FoxNews,2018-08-01 21:42:00+00:00,31,.@SenGillibrand fires back at George Soros over her calls for Franken to resign. https://t.co/3HlNb9v472,-0.34,0.0,0.844,0.156
231,@BBCWorld,2018-08-01 10:59:06+00:00,31,Joey Dunlop's TT winning outfit to be auctioned https://t.co/RdYVrSQ7HE,0.5267,0.298,0.702,0.0
31,@nytimes,2018-08-01 17:54:34+00:00,31,Dogs can be dressed up and made to perform for their audiences in a way that cats just won’t. Maybe it’s not a surp… https://t.co/yIk9zPpcfO,0.0,0.0,1.0,0.0
130,@cnn,2018-08-01 21:51:09+00:00,30,The acting chief of the EPA Andrew Wheeler starts a new relationship between Capitol Hill and his agency… https://t.co/XOBBqQuv4Z,0.0,0.0,1.0,0.0
330,@CBSNews,2018-08-01 19:35:00+00:00,30,Conspiracy theorist Alex Jones wants a Texas judge to dismiss a defamation lawsuit filed against him by families of… https://t.co/wPNRNGEj8e,-0.6486,0.0,0.751,0.249
230,@BBCWorld,2018-08-01 11:01:43+00:00,30,Korea remains: US finds one 'dog tag' among war dead returned by North Korea https://t.co/9i51sSyu1t,-0.8481,0.0,0.613,0.387
30,@nytimes,2018-08-01 17:57:16+00:00,30,"So, dogs or cats? Who owns the internet? Let us know in the comments: https://t.co/V1J3aSNPgv",0.0,0.0,1.0,0.0
430,@FoxNews,2018-08-01 21:51:04+00:00,30,"Massachusetts woman enraged by Trump bumper sticker intentionally rammed into car, police say. https://t.co/DPZYLxWLgq",-0.4019,0.0,0.828,0.172
29,@nytimes,2018-08-01 18:00:09+00:00,29,Those green swirling masses you see on the beach? They're not algae. They're green worms. https://t.co/9Y1RvzF8Mr,0.0,0.0,1.0,0.0
129,@cnn,2018-08-01 22:01:12+00:00,29,Republican senators say President Trump can't ask Attorney General Jeff Sessions to end the Mueller probe… https://t.co/7oVVoEGaDO,0.0,0.0,1.0,0.0
329,@CBSNews,2018-08-01 19:49:42+00:00,29,"Former President Barack Obama is jumping back into the political fray, endorsing dozens of Democratic candidates ru… https://t.co/5E0SnOAu3Z",0.0,0.0,1.0,0.0
229,@BBCWorld,2018-08-01 12:12:37+00:00,29,Trump claims Americans need ID to go shopping https://t.co/RQn7pKP2iu,0.0,0.0,1.0,0.0
429,@FoxNews,2018-08-01 21:56:54+00:00,29,"INCREDIBLE: This pizza delivery guy stunned a family when he asked to play their piano. Little did they know, 18-ye… https://t.co/E7eiCfqVAn",0.25,0.11,0.826,0.064
28,@nytimes,2018-08-01 18:15:09+00:00,28,"When the Trump administration announced a citizenship question would appear on the 2020 census, it was met with con… https://t.co/OnpKPNHT5H",0.0,0.0,1.0,0.0
328,@CBSNews,2018-08-01 20:04:49+00:00,28,"The dirt on the ground is making climate change worse, a new study finds https://t.co/yve75JPK1o https://t.co/SMlT6zuFXh",-0.6705,0.0,0.703,0.297
428,@FoxNews,2018-08-01 22:12:18+00:00,28,Twitter CEO gets why conservatives are suspicious of Big Tech https://t.co/5I4dIldr6R,-0.3612,0.0,0.8,0.2
128,@cnn,2018-08-01 22:06:19+00:00,28,New cluster of Ebola virus cases detected in the Democratic Republic of Congo a week after the government declared… https://t.co/jtp0cFNFCK,0.0,0.0,1.0,0.0
228,@BBCWorld,2018-08-01 12:41:25+00:00,28,Ex-warlord Jean-Pierre Bemba welcomed home to DR Congo https://t.co/cRslQb54eJ,0.34,0.231,0.769,0.0
327,@CBSNews,2018-08-01 20:20:00+00:00,27,"Former waitress anonymously sends $1,000 and apology to boss for stealing 20 years ago https://t.co/h2toIPuJaf https://t.co/ql1C55X0I9",-0.5423,0.063,0.741,0.196
127,@cnn,2018-08-01 22:11:06+00:00,27,"House Speaker Paul Ryan finds out that he's part Jewish on PBS' show ""Finding Your Roots"" https://t.co/NuZZ2wTWmD https://t.co/pqTSeDxZnP",0.0,0.0,1.0,0.0
227,@BBCWorld,2018-08-01 13:03:35+00:00,27,Dengue fever outbreak stopped by special mosquitoes https://t.co/S85hOEmFMU,0.2023,0.255,0.566,0.179
27,@nytimes,2018-08-01 18:30:16+00:00,27,The CEO of the world's largest steel maker says Trump's tariffs have led to his company's best performance since 20… https://t.co/lHXEFeNQFn,0.6369,0.174,0.826,0.0
427,@FoxNews,2018-08-01 22:14:20+00:00,27,Mueller responds to Trump attorneys' request for parameters of potential interview; @johnrobertsFox reports.… https://t.co/dRjSUyHNjV,0.0,0.0,1.0,0.0
426,@FoxNews,2018-08-01 22:25:07+00:00,26,The Iranian economy is faltering under U.S. pressure; @RichEdsonDC reports. #SpecialReport https://t.co/uA7FHq4VRN https://t.co/4zKFZYGEhB,-0.296,0.0,0.845,0.155
126,@cnn,2018-08-01 22:21:07+00:00,26,"A Nazi flag was spotted flying in a public park in Laramie, Wyoming https://t.co/TsKy8ARPAj https://t.co/tXkQ4xY8oU",0.0,0.0,1.0,0.0
326,@CBSNews,2018-08-01 20:34:35+00:00,26,Russian reporters working on investigation with Putin foe killed in Africa https://t.co/JdJbVPJqEF https://t.co/lDSSwXo7lY,-0.8126,0.0,0.598,0.402
226,@BBCWorld,2018-08-01 13:08:41+00:00,26,Stranded Russian climber 'hallucinated' during Pakistan ordeal https://t.co/NWV72mRByf,0.0,0.0,1.0,0.0
26,@nytimes,2018-08-01 18:45:08+00:00,26,Barack Obama just endorsed 81 Democrats running in the 2018 elections. Many were longtime Obama loyalists. Most of… https://t.co/gmJuUYvO17,0.4767,0.194,0.806,0.0
425,@FoxNews,2018-08-01 22:28:05+00:00,25,"Dan Springer: ""Among the 55 containers of remains there is just one dog tag and that concerns some people. But we'r… https://t.co/lp94dBM3fB",0.0,0.0,1.0,0.0
25,@nytimes,2018-08-01 19:00:09+00:00,25,"Thieves stole three royal treasures from a cathedral in Sweden, smashing open a display case and escaping on a spee… https://t.co/itFyagQtbO",-0.0772,0.179,0.673,0.148
125,@cnn,2018-08-01 22:27:43+00:00,25,"LIVE NOW: Anderson Cooper Full Circle, a daily interactive news show airing on Facebook Watch… https://t.co/FXNs6LReU2",0.0,0.0,1.0,0.0
325,@CBSNews,2018-08-01 20:38:10+00:00,25,"RT @CBSThisMorning: New video shows the terrifying moments after a Aeroméxico flight crashed and caught on fire in Mexico. 

Officials say…",-0.7269,0.0,0.747,0.253
225,@BBCWorld,2018-08-01 13:27:17+00:00,25,Greek wildfires: Failures revealed after Mati disaster https://t.co/wSIUcaaBZQ,-0.7964,0.0,0.458,0.542
24,@nytimes,2018-08-01 19:15:05+00:00,24,"What is QAnon? Well, do you remember Pizzagate? It's a little like that: a web of baseless conspiracy theories. https://t.co/vbTGVDJudb",-0.1162,0.202,0.65,0.147
424,@FoxNews,2018-08-01 22:33:30+00:00,24,".@GillianHTurner: ""The Trump administration green-lighted a plan [Wednesday] that allows health insurers to offer c… https://t.co/WHDEjXrCER",0.0,0.0,1.0,0.0
224,@BBCWorld,2018-08-01 13:37:54+00:00,24,Jellyfish sting dozens as Germany and Sweden battle plague https://t.co/Bn5L4zqrdV,-0.3818,0.0,0.776,0.224
324,@CBSNews,2018-08-01 20:40:39+00:00,24,"Harrisburg Diocese identifies 71 alleged sex abusers, cites failure of bishops https://t.co/V1PnGtXIe3 https://t.co/ileL2L5gQp",-0.7845,0.0,0.615,0.385
124,@cnn,2018-08-01 22:28:15+00:00,24,"RT @AC360: ""They're using kids as a weapon ... all they wanted to do was get back to their mom"" - Senator @amyklobuchar on family separatio…",-0.296,0.0,0.913,0.087
223,@BBCWorld,2018-08-01 14:12:05+00:00,23,How likely are you to survive a plane crash? https://t.co/RouWcuAwgh,-0.4019,0.0,0.748,0.252
323,@CBSNews,2018-08-01 21:01:22+00:00,23,WATCH: Rescuers find dog that survived wildfire by hiding inside an oven https://t.co/CxFdGiYpXo,0.2732,0.2,0.667,0.133
423,@FoxNews,2018-08-01 22:35:41+00:00,23,"Pet pig scares off would-be robbers at Indiana home, police say https://t.co/MlcUjnL3Vy",-0.34,0.0,0.821,0.179
23,@nytimes,2018-08-01 19:30:10+00:00,23,"The Freemason groups of England and Wales addressed the status of transgender people for the first time, saying men… https://t.co/C7HZktVBgN",0.0,0.0,1.0,0.0
123,@cnn,2018-08-01 22:28:51+00:00,23,A woman says a supermarket called police on her while she was helping a homeless man https://t.co/WyYIq7CEoO https://t.co/GaGWrL9y0M,0.296,0.136,0.864,0.0
22,@nytimes,2018-08-01 19:45:05+00:00,22,"Why is the U.S. Embassy in London auctioning 1,200 rolls of toilet paper? We asked. They explained. https://t.co/SLGH5xEApJ",0.0,0.0,1.0,0.0
322,@CBSNews,2018-08-01 21:14:31+00:00,22,"Walmart, the nation's largest private employer, is facing a potential class-action lawsuit in New York for allegati… https://t.co/eHcHfzppih",-0.2263,0.0,0.894,0.106
422,@FoxNews,2018-08-01 22:39:18+00:00,22,Ohio State coach Urban Meyer put on leave amid abuse probe of fired assistant https://t.co/15uwFy4l62,-0.8402,0.0,0.571,0.429
122,@cnn,2018-08-01 22:29:15+00:00,22,RT @CNNSitRoom: CNN Exclusive: The TSA is considering eliminating passenger screening at smaller airports https://t.co/KzmLbrT88e https://t…,0.128,0.091,0.909,0.0
222,@BBCWorld,2018-08-01 14:35:31+00:00,22,Zimbabwe election: MDC Alliance supporters in Harare clashes https://t.co/aon26GND5M,0.4404,0.266,0.734,0.0
21,@nytimes,2018-08-01 20:00:06+00:00,21,Google withdrew from China 8 years ago to protest the country's censorship and online hacking. Now the company is b… https://t.co/vsNVoflKbA,-0.25,0.0,0.905,0.095
121,@cnn,2018-08-01 22:41:08+00:00,21,White House press secretary Sarah Sanders falsely blamed journalists for thwarting US spying on Osama bin Laden jus… https://t.co/P1neYHn73u,-0.5859,0.0,0.78,0.22
421,@FoxNews,2018-08-01 22:48:12+00:00,21,".@jonathanvswan on firing Mueller: ""There's nothing stopping [@POTUS] from doing it except the fact that he knows f… https://t.co/Na7oIFx0Ml",-0.2396,0.069,0.816,0.115
221,@BBCWorld,2018-08-01 14:48:28+00:00,21,Tajikistan attack: Four cyclists mown down are identified https://t.co/SgkM9D0G95,-0.4767,0.0,0.721,0.279
321,@CBSNews,2018-08-01 21:30:32+00:00,21,Flights at a Paris airport were delayed Wednesday after a brawl between two French rap stars and their entourages… https://t.co/s913CJuWlx,-0.2263,0.0,0.899,0.101
420,@FoxNews,2018-08-01 22:57:37+00:00,20,".@jonathanvswan on trade tensions with China: ""[@POTUS is] making a big gamble. His gamble is that he can break Pre… https://t.co/lAu6FXvmx9",-0.4019,0.0,0.876,0.124
320,@CBSNews,2018-08-01 21:45:00+00:00,20,"A U.S. appeals court says President Trump's executive order threatening to withhold funding from ""sanctuary cities""… https://t.co/HpdgKeTtFS",-0.5267,0.0,0.815,0.185
120,@cnn,2018-08-01 22:51:04+00:00,20,"LAPD officers had gone 13 years without killing a hostage or bystander while confronting armed suspects.

In the la… https://t.co/KORV8SMSGC",0.1321,0.15,0.68,0.17
220,@BBCWorld,2018-08-01 15:09:43+00:00,20,"👣👣👣

""Imagine, if you would, a world without feet"" - Commuters in Toronto are getting travel tips from a very famou… https://t.co/jKGFIm50x4",0.0,0.0,1.0,0.0
20,@nytimes,2018-08-01 20:15:05+00:00,20,Condé Nast lost $120 million last year. Now the company plans to put 3 magazines up for sale. https://t.co/hId96CmLmG,-0.3182,0.0,0.881,0.119
119,@cnn,2018-08-01 23:13:15+00:00,19,"Han Solo's jacket -- the one worn by Harrison Ford in the Star Wars Film ""The Empire Strikes Back"" -- could fetch o… https://t.co/A6q9XwDKrK",-0.8074,0.0,0.717,0.283
319,@CBSNews,2018-08-01 22:01:16+00:00,19,"A caravan of ""grannies"" is traveling 2,000 miles across the U.S. to the border with Mexico to protest family separa… https://t.co/7APn7HuoXG",-0.25,0.0,0.905,0.095
419,@FoxNews,2018-08-01 23:08:04+00:00,19,"Mueller's office flags alleged illegal foreign lobbying involving Tony Podesta, Vin Weber, Greg Craig https://t.co/QTsYCSRjWg",-0.5994,0.0,0.726,0.274
19,@nytimes,2018-08-01 20:30:10+00:00,19,The 5 largest quarterly stock buybacks on record now all belong to Apple https://t.co/NzFICM2WOJ,0.0,0.0,1.0,0.0
219,@BBCWorld,2018-08-01 16:05:00+00:00,19,Canada's Ontario government cuts basic income project short https://t.co/aqZAvvnxt5,-0.296,0.0,0.784,0.216
318,@CBSNews,2018-08-01 22:19:34+00:00,18,Google reportedly plans a return to China's search market and has been developing a censored version of its search… https://t.co/HD5p9uKnO5,-0.1531,0.0,0.914,0.086
118,@cnn,2018-08-01 23:14:53+00:00,18,RT @CNNSitRoom: Rep. Stewart on the Paul Manafort trial: “I think it’s quite unusual for a person who’s accused of white collar crime to be…,-0.6908,0.0,0.794,0.206
418,@FoxNews,2018-08-01 23:11:21+00:00,18,The @dodpaa hosts an honorable carry ceremony at @JointBasePHH. The flag-draped transfer cases being carried in the… https://t.co/okdgKVIhRW,0.5423,0.171,0.829,0.0
218,@BBCWorld,2018-08-01 16:19:17+00:00,18,Trump demands Russia probe end 'right now' https://t.co/dxNJ8aL4p4,0.0,0.0,1.0,0.0
18,@nytimes,2018-08-01 20:45:05+00:00,18,"As much as they may loath President Trump, members of the Green Party say several issues — including corporate dona… https://t.co/diKy468Zbf",0.4019,0.124,0.876,0.0
417,@FoxNews,2018-08-01 23:13:00+00:00,17,Twitter CEO says he gets why conservatives are suspicious of Big Tech. https://t.co/x8yk4Ah7fB,-0.3612,0.0,0.828,0.172
317,@CBSNews,2018-08-01 22:40:59+00:00,17,"Stunning new video shows an Aeromexico plane with 103 on board before it crashed in Durango, Mexico. 

Survivors sp… https://t.co/UHwygz10oE",0.3818,0.12,0.88,0.0
17,@nytimes,2018-08-01 21:01:05+00:00,17,"President Trump may raise tariffs on fish, handbags and other goods from China to 25%, not 10% as planned https://t.co/5XCtI5zXpz",0.0,0.0,1.0,0.0
117,@cnn,2018-08-01 23:16:08+00:00,17,Among the attendees of President Trump's rally in Florida were people holding up signs promoting an online right-wi… https://t.co/fSO4SkT6mK,0.3612,0.122,0.878,0.0
217,@BBCWorld,2018-08-01 16:36:25+00:00,17,'Disappearance' of top Chinese actress Fan Bingbing concerns fans https://t.co/9PV6o5jmEO,0.4767,0.339,0.661,0.0
116,@cnn,2018-08-01 23:19:10+00:00,16,President Trump's attorney Rudy Giuliani says his team received a response from special counsel Robert Mueller on a… https://t.co/fIO0HD5fiO,0.4019,0.137,0.863,0.0
316,@CBSNews,2018-08-01 22:43:16+00:00,16,Houston police have identified the suspect in the murder of a cardiologist who once treated president George H.W. B… https://t.co/RpNIPglIKZ,-0.7845,0.0,0.711,0.289
16,@nytimes,2018-08-01 21:17:19+00:00,16,"RT @rachelswarns: In mid-July, a group of Muslim children attending an Arabic literacy   program decided to swim at their local pool in Del…",0.0,0.0,1.0,0.0
416,@FoxNews,2018-08-01 23:20:15+00:00,16,.@VP makes remarks as @dodpaa hosts an honorable carry ceremony at @JointBasePHH. The flag-draped transfer cases be… https://t.co/D84WrPAV2C,0.5423,0.171,0.829,0.0
216,@BBCWorld,2018-08-01 16:52:48+00:00,16,In pictures: Zimbabwe election protesters clash with police https://t.co/hgy88mAoSF,-0.2263,0.0,0.808,0.192
115,@cnn,2018-08-01 23:43:35+00:00,15,"Kroger is launching ""Kroger Ship,"" a direct home delivery service, in four cities: Cincinnati, Houston, Louisville,… https://t.co/CDDaqFkDY8",0.0,0.0,1.0,0.0
315,@CBSNews,2018-08-01 22:47:27+00:00,15,"President Trump called for Attorney General Jeff Sessions to end Robert Mueller's Russia investigation, but White H… https://t.co/QabDlanMxz",0.0,0.0,1.0,0.0
215,@BBCWorld,2018-08-01 17:12:34+00:00,15,Chinese takeover of German firm Leifeld collapses https://t.co/O4BWWIx6G8,-0.296,0.0,0.761,0.239
415,@FoxNews,2018-08-01 23:25:57+00:00,15,"Democratic Socialist U.S. House candidate Sarah Smith: ""Single-payer systems save money."" #TheStory https://t.co/Zc1wZNOpF6",0.4939,0.211,0.789,0.0
15,@nytimes,2018-08-01 21:32:06+00:00,15,"1931: Black residents are required to submit “health certificates” to enter a Pittsburgh pool
1949: 50 black swimme… https://t.co/4kugwcH73z",0.0,0.0,1.0,0.0
114,@cnn,2018-08-01 23:45:05+00:00,14,Watch $5.5 million worth of luxury cars get smashed as Philippines President Rodrigo Duterte cracks down on smuggli… https://t.co/Ed4FPtMfTJ,0.2263,0.095,0.905,0.0
